PERMNO,date,TICKER,COMNAM,RET,sprtrn
65665,01/29/2010,RAND,RAND CAPITAL CORP,-0.045226,-0.036974
65665,02/26/2010,RAND,RAND CAPITAL CORP,0.007895,0.028514
65665,03/31/2010,RAND,RAND CAPITAL CORP,-0.028721,0.058796
65665,04/30/2010,RAND,RAND CAPITAL CORP,0.013441,0.014759
65665,05/28/2010,RAND,RAND CAPITAL CORP,-0.071618,-0.081976
65665,06/30/2010,RAND,RAND CAPITAL CORP,-0.071429,-0.053882
65665,07/30/2010,RAND,RAND CAPITAL CORP,-0.007692,0.068778
65665,08/31/2010,RAND,RAND CAPITAL CORP,-0.007752,-0.047449
65665,09/30/2010,RAND,RAND CAPITAL CORP,0.056250,0.087551
65665,10/29/2010,RAND,RAND CAPITAL CORP,0.124260,0.036856
65665,11/30/2010,RAND,RAND CAPITAL CORP,-0.169737,-0.002290
65665,12/31/2010,RAND,RAND CAPITAL CORP,0.000000,0.065300
65665,01/31/2011,RAND,RAND CAPITAL CORP,-0.014263,0.022646
65665,02/28/2011,RAND,RAND CAPITAL CORP,0.026045,0.031957
65665,03/31/2011,RAND,RAND CAPITAL CORP,-0.105296,-0.001047
65665,04/29/2011,RAND,RAND CAPITAL CORP,0.012259,0.028495
65665,05/31/2011,RAND,RAND CAPITAL CORP,0.006920,-0.013501
65665,06/30/2011,RAND,RAND CAPITAL CORP,0.013746,-0.018258
65665,07/29/2011,RAND,RAND CAPITAL CORP,0.010169,-0.021474
65665,08/31/2011,RAND,RAND CAPITAL CORP,-0.060403,-0.056791
65665,09/30/2011,RAND,RAND CAPITAL CORP,0.000000,-0.071762
65665,10/31/2011,RAND,RAND CAPITAL CORP,-0.035714,0.107723
65665,11/30/2011,RAND,RAND CAPITAL CORP,0.148148,-0.005059
65665,12/30/2011,RAND,RAND CAPITAL CORP,0.000000,0.008533
65665,01/31/2012,RAND,RAND CAPITAL CORP,-0.016129,0.043583
65665,02/29/2012,RAND,RAND CAPITAL CORP,0.052459,0.040589
65665,03/30/2012,RAND,RAND CAPITAL CORP,-0.018692,0.031332
65665,04/30/2012,RAND,RAND CAPITAL CORP,-0.044444,-0.007497
65665,05/31/2012,RAND,RAND CAPITAL CORP,-0.036545,-0.062651
65665,06/29/2012,RAND,RAND CAPITAL CORP,-0.086207,0.039555
65665,07/31/2012,RAND,RAND CAPITAL CORP,0.022641,0.012598
65665,08/31/2012,RAND,RAND CAPITAL CORP,-0.025830,0.019763
65665,09/28/2012,RAND,RAND CAPITAL CORP,0.026477,0.024236
65665,10/31/2012,RAND,RAND CAPITAL CORP,-0.099598,-0.019789
65665,11/30/2012,RAND,RAND CAPITAL CORP,-0.056762,0.002847
65665,12/31/2012,RAND,RAND CAPITAL CORP,0.016728,0.007068
65665,01/31/2013,RAND,RAND CAPITAL CORP,0.068376,0.050428
65665,02/28/2013,RAND,RAND CAPITAL CORP,0.040000,0.011061
65665,03/28/2013,RAND,RAND CAPITAL CORP,0.161923,0.035988
65665,04/30/2013,RAND,RAND CAPITAL CORP,-0.016882,0.018086
65665,05/31/2013,RAND,RAND CAPITAL CORP,-0.016835,0.020763
65665,06/28/2013,RAND,RAND CAPITAL CORP,0.011986,-0.014999
65665,07/31/2013,RAND,RAND CAPITAL CORP,0.011844,0.049462
65665,08/30/2013,RAND,RAND CAPITAL CORP,-0.003344,-0.031298
65665,09/30/2013,RAND,RAND CAPITAL CORP,-0.010067,0.029749
65665,10/31/2013,RAND,RAND CAPITAL CORP,-0.044068,0.044596
65665,11/29/2013,RAND,RAND CAPITAL CORP,0.053192,0.028049
65665,12/31/2013,RAND,RAND CAPITAL CORP,0.052189,0.023563
65665,01/31/2014,RAND,RAND CAPITAL CORP,0.008000,-0.035583
65665,02/28/2014,RAND,RAND CAPITAL CORP,0.079365,0.043117
65665,03/31/2014,RAND,RAND CAPITAL CORP,0.026471,0.006932
65665,04/30/2014,RAND,RAND CAPITAL CORP,0.002865,0.006201
65665,05/30/2014,RAND,RAND CAPITAL CORP,-0.035714,0.021030
65665,06/30/2014,RAND,RAND CAPITAL CORP,-0.062222,0.019058
65665,07/31/2014,RAND,RAND CAPITAL CORP,-0.028436,-0.015080
65665,08/29/2014,RAND,RAND CAPITAL CORP,0.005008,0.037655
65665,09/30/2014,RAND,RAND CAPITAL CORP,-0.000356,-0.015514
65665,10/31/2014,RAND,RAND CAPITAL CORP,0.003464,0.023201
65665,11/28/2014,RAND,RAND CAPITAL CORP,0.172581,0.024534
65665,12/31/2014,RAND,RAND CAPITAL CORP,0.125172,-0.004189
65665,01/30/2015,RAND,RAND CAPITAL CORP,0.004890,-0.031041
65700,01/29/2010,USLM,UNITED STATES LIME MINERALS INC,0.142485,-0.036974
65700,02/26/2010,USLM,UNITED STATES LIME MINERALS INC,0.000760,0.028514
65700,03/31/2010,USLM,UNITED STATES LIME MINERALS INC,-0.020517,0.058796
65700,04/30/2010,USLM,UNITED STATES LIME MINERALS INC,0.053789,0.014759
65700,05/28/2010,USLM,UNITED STATES LIME MINERALS INC,-0.042945,-0.081976
65700,06/30/2010,USLM,UNITED STATES LIME MINERALS INC,-0.012308,-0.053882
65700,07/30/2010,USLM,UNITED STATES LIME MINERALS INC,0.109034,0.068778
65700,08/31/2010,USLM,UNITED STATES LIME MINERALS INC,-0.104401,-0.047449
65700,09/30/2010,USLM,UNITED STATES LIME MINERALS INC,0.010455,0.087551
65700,10/29/2010,USLM,UNITED STATES LIME MINERALS INC,0.047594,0.036856
65700,11/30/2010,USLM,UNITED STATES LIME MINERALS INC,0.012346,-0.002290
65700,12/31/2010,USLM,UNITED STATES LIME MINERALS INC,0.027561,0.065300
65700,01/31/2011,USLM,UNITED STATES LIME MINERALS INC,-0.055780,0.022646
65700,02/28/2011,USLM,UNITED STATES LIME MINERALS INC,0.014077,0.031957
65700,03/31/2011,USLM,UNITED STATES LIME MINERALS INC,0.004214,-0.001047
65700,04/29/2011,USLM,UNITED STATES LIME MINERALS INC,0.020983,0.028495
65700,05/31/2011,USLM,UNITED STATES LIME MINERALS INC,-0.045938,-0.013501
65700,06/30/2011,USLM,UNITED STATES LIME MINERALS INC,0.039280,-0.018258
65700,07/29/2011,USLM,UNITED STATES LIME MINERALS INC,0.005608,-0.021474
65700,08/31/2011,USLM,UNITED STATES LIME MINERALS INC,0.026431,-0.056791
65700,09/30/2011,USLM,UNITED STATES LIME MINERALS INC,-0.057406,-0.071762
65700,10/31/2011,USLM,UNITED STATES LIME MINERALS INC,0.378446,0.107723
65700,11/30/2011,USLM,UNITED STATES LIME MINERALS INC,0.004000,-0.005059
65700,12/30/2011,USLM,UNITED STATES LIME MINERALS INC,0.088555,0.008533
65700,01/31/2012,USLM,UNITED STATES LIME MINERALS INC,0.036100,0.043583
65700,02/29/2012,USLM,UNITED STATES LIME MINERALS INC,-0.022158,0.040589
65700,03/30/2012,USLM,UNITED STATES LIME MINERALS INC,-0.016585,0.031332
65700,04/30/2012,USLM,UNITED STATES LIME MINERALS INC,-0.199032,-0.007497
65700,05/31/2012,USLM,UNITED STATES LIME MINERALS INC,-0.068585,-0.062651
65700,06/29/2012,USLM,UNITED STATES LIME MINERALS INC,0.044539,0.039555
65700,07/31/2012,USLM,UNITED STATES LIME MINERALS INC,-0.023141,0.012598
65700,08/31/2012,USLM,UNITED STATES LIME MINERALS INC,-0.034876,0.019763
65700,09/28/2012,USLM,UNITED STATES LIME MINERALS INC,0.095682,0.024236
65700,10/31/2012,USLM,UNITED STATES LIME MINERALS INC,-0.091267,-0.019789
65700,11/30/2012,USLM,UNITED STATES LIME MINERALS INC,0.002739,0.002847
65700,12/31/2012,USLM,UNITED STATES LIME MINERALS INC,0.072615,0.007068
65700,01/31/2013,USLM,UNITED STATES LIME MINERALS INC,-0.022708,0.050428
65700,02/28/2013,USLM,UNITED STATES LIME MINERALS INC,0.138762,0.011061
65700,03/28/2013,USLM,UNITED STATES LIME MINERALS INC,0.014302,0.035988
65700,04/30/2013,USLM,UNITED STATES LIME MINERALS INC,-0.131792,0.018086
65700,05/31/2013,USLM,UNITED STATES LIME MINERALS INC,0.079905,0.020763
65700,06/28/2013,USLM,UNITED STATES LIME MINERALS INC,0.047724,-0.014999
65700,07/31/2013,USLM,UNITED STATES LIME MINERALS INC,0.141435,0.049462
65700,08/30/2013,USLM,UNITED STATES LIME MINERALS INC,-0.013749,-0.031298
65700,09/30/2013,USLM,UNITED STATES LIME MINERALS INC,-0.003740,0.029749
65700,10/31/2013,USLM,UNITED STATES LIME MINERALS INC,-0.051877,0.044596
65700,11/29/2013,USLM,UNITED STATES LIME MINERALS INC,0.038697,0.028049
65700,12/31/2013,USLM,UNITED STATES LIME MINERALS INC,0.059955,0.023563
65700,01/31/2014,USLM,UNITED STATES LIME MINERALS INC,-0.108223,-0.035583
65700,02/28/2014,USLM,UNITED STATES LIME MINERALS INC,0.039872,0.043117
65700,03/31/2014,USLM,UNITED STATES LIME MINERALS INC,-0.005300,0.006932
65700,04/30/2014,USLM,UNITED STATES LIME MINERALS INC,-0.039787,0.006201
65700,05/30/2014,USLM,UNITED STATES LIME MINERALS INC,0.187847,0.021030
65700,06/30/2014,USLM,UNITED STATES LIME MINERALS INC,0.011078,0.019058
65700,07/31/2014,USLM,UNITED STATES LIME MINERALS INC,-0.110803,-0.015080
65700,08/29/2014,USLM,UNITED STATES LIME MINERALS INC,0.083738,0.037655
65700,09/30/2014,USLM,UNITED STATES LIME MINERALS INC,-0.067234,-0.015514
65700,10/31/2014,USLM,UNITED STATES LIME MINERALS INC,0.206090,0.023201
65700,11/28/2014,USLM,UNITED STATES LIME MINERALS INC,-0.025460,0.024534
65700,12/31/2014,USLM,UNITED STATES LIME MINERALS INC,0.068328,-0.004189
65700,01/30/2015,USLM,UNITED STATES LIME MINERALS INC,-0.050920,-0.031041
65752,01/29/2010,TISI,TEAM INC,-0.051568,-0.036974
65752,02/26/2010,TISI,TEAM INC,0.016256,0.028514
65752,03/31/2010,TISI,TEAM INC,-0.084942,0.058796
65752,04/30/2010,TISI,TEAM INC,0.048825,0.014759
65752,05/28/2010,TISI,TEAM INC,-0.135632,-0.081976
65752,06/30/2010,TISI,TEAM INC,-0.132314,-0.053882
65752,07/30/2010,TISI,TEAM INC,0.088123,0.068778
65752,08/31/2010,TISI,TEAM INC,0.030282,-0.047449
65752,09/30/2010,TISI,TEAM INC,0.176350,0.087551
65752,10/29/2010,TISI,TEAM INC,0.152818,0.036856
65752,11/30/2010,TISI,TEAM INC,0.026210,-0.002290
65752,12/31/2010,TISI,TEAM INC,0.188605,0.065300
65752,01/31/2011,TISI,TEAM INC,0.056198,0.022646
65752,02/28/2011,TISI,TEAM INC,0.014476,0.031957
65752,03/31/2011,TISI,TEAM INC,0.012727,-0.001047
65752,04/29/2011,TISI,TEAM INC,-0.049886,0.028495
65752,05/31/2011,TISI,TEAM INC,-0.078156,-0.013501
65752,06/30/2011,TISI,TEAM INC,0.049130,-0.018258
65752,07/29/2011,TISI,TEAM INC,0.108579,-0.021474
65752,08/31/2011,TISI,TEAM INC,-0.067664,-0.056791
65752,09/30/2011,TISI,TEAM INC,-0.158781,-0.071762
65752,10/31/2011,TISI,TEAM INC,0.192088,0.107723
65752,11/30/2011,TISI,TEAM INC,0.093962,-0.005059
65752,12/30/2011,TISI,TEAM INC,0.087354,0.008533
65752,01/31/2012,TISI,TEAM INC,-0.018824,0.043583
65752,02/29/2012,TISI,TEAM INC,0.048304,0.040589
65752,03/30/2012,TISI,TEAM INC,0.011438,0.031332
65752,04/30/2012,TISI,TEAM INC,-0.042649,-0.007497
65752,05/31/2012,TISI,TEAM INC,-0.099561,-0.062651
65752,06/29/2012,TISI,TEAM INC,0.168666,0.039555
65752,07/31/2012,TISI,TEAM INC,-0.001283,0.012598
65752,08/31/2012,TISI,TEAM INC,0.004175,0.019763
65752,09/28/2012,TISI,TEAM INC,0.018548,0.024236
65752,10/31/2012,TISI,TEAM INC,0.029199,-0.019789
65752,11/30/2012,TISI,TEAM INC,0.095790,0.002847
65752,12/31/2012,TISI,TEAM INC,0.059020,0.007068
65752,01/31/2013,TISI,TEAM INC,0.151682,0.050428
65752,02/28/2013,TISI,TEAM INC,0.001141,0.011061
65752,03/28/2013,TISI,TEAM INC,-0.063612,0.035988
65752,04/30/2013,TISI,TEAM INC,-0.056245,0.018086
65752,05/31/2013,TISI,TEAM INC,-0.069401,0.020763
65752,06/28/2013,TISI,TEAM INC,0.049348,-0.014999
65752,07/31/2013,TISI,TEAM INC,0.035403,0.049462
65752,08/30/2013,TISI,TEAM INC,-0.004848,-0.031298
65752,09/30/2013,TISI,TEAM INC,0.019231,0.029749
65752,10/31/2013,TISI,TEAM INC,-0.061887,0.044596
65752,11/29/2013,TISI,TEAM INC,0.097345,0.028049
65752,12/31/2013,TISI,TEAM INC,0.034702,0.023563
65752,01/31/2014,TISI,TEAM INC,-0.000236,-0.035583
65752,02/28/2014,TISI,TEAM INC,0.021498,0.043117
65752,03/31/2014,TISI,TEAM INC,-0.008788,0.006932
65752,04/30/2014,TISI,TEAM INC,0.000700,0.006201
65752,05/30/2014,TISI,TEAM INC,-0.022616,0.021030
65752,06/30/2014,TISI,TEAM INC,-0.021469,0.019058
65752,07/31/2014,TISI,TEAM INC,-0.034373,-0.015080
65752,08/29/2014,TISI,TEAM INC,0.007574,0.037655
65752,09/30/2014,TISI,TEAM INC,-0.050113,-0.015514
65752,10/31/2014,TISI,TEAM INC,0.111580,0.023201
65752,11/28/2014,TISI,TEAM INC,-0.036308,0.024534
65752,12/31/2014,TISI,TEAM INC,-0.003694,-0.004189
65752,01/30/2015,TISI,TEAM INC,-0.057341,-0.031041
67029,01/29/2010,ITI,ITERIS INC,-0.106667,-0.036974
67029,02/26/2010,ITI,ITERIS INC,0.089552,0.028514
67029,03/31/2010,ITI,ITERIS INC,0.369863,0.058796
67029,04/30/2010,ITI,ITERIS INC,-0.065000,0.014759
67029,05/28/2010,ITI,ITERIS INC,-0.160428,-0.081976
67029,06/30/2010,ITI,ITERIS INC,-0.140064,-0.053882
67029,07/30/2010,ITI,ITERIS INC,0.103622,0.068778
67029,08/31/2010,ITI,ITERIS INC,-0.140940,-0.047449
67029,09/30/2010,ITI,ITERIS INC,0.148438,0.087551
67029,10/29/2010,ITI,ITERIS INC,-0.034014,0.036856
67029,11/30/2010,ITI,ITERIS INC,0.056338,-0.002290
67029,12/31/2010,ITI,ITERIS INC,0.213000,0.065300
67029,01/31/2011,ITI,ITERIS INC,-0.038197,0.022646
67029,02/28/2011,ITI,ITERIS INC,-0.057143,0.031957
67029,03/31/2011,ITI,ITERIS INC,-0.127273,-0.001047
67029,04/29/2011,ITI,ITERIS INC,-0.034792,0.028495
67029,05/31/2011,ITI,ITERIS INC,-0.043097,-0.013501
67029,06/30/2011,ITI,ITERIS INC,-0.022556,-0.018258
67029,07/29/2011,ITI,ITERIS INC,-0.007692,-0.021474
67029,08/31/2011,ITI,ITERIS INC,-0.093023,-0.056791
67029,09/30/2011,ITI,ITERIS INC,-0.025641,-0.071762
67029,10/31/2011,ITI,ITERIS INC,0.131579,0.107723
67029,11/30/2011,ITI,ITERIS INC,-0.003876,-0.005059
67029,12/30/2011,ITI,ITERIS INC,0.019455,0.008533
67029,01/31/2012,ITI,ITERIS INC,0.175573,0.043583
67029,02/29/2012,ITI,ITERIS INC,-0.025974,0.040589
67029,03/30/2012,ITI,ITERIS INC,-0.006667,0.031332
67029,04/30/2012,ITI,ITERIS INC,-0.026846,-0.007497
67029,05/31/2012,ITI,ITERIS INC,-0.082759,-0.062651
67029,06/29/2012,ITI,ITERIS INC,0.022556,0.039555
67029,07/31/2012,ITI,ITERIS INC,0.117647,0.012598
67029,08/31/2012,ITI,ITERIS INC,0.000000,0.019763
67029,09/28/2012,ITI,ITERIS INC,-0.006579,0.024236
67029,10/31/2012,ITI,ITERIS INC,0.046358,-0.019789
67029,11/30/2012,ITI,ITERIS INC,0.056962,0.002847
67029,12/31/2012,ITI,ITERIS INC,0.017964,0.007068
67029,01/31/2013,ITI,ITERIS INC,-0.041177,0.050428
67029,02/28/2013,ITI,ITERIS INC,0.073620,0.011061
67029,03/28/2013,ITI,ITERIS INC,0.040000,0.035988
67029,04/30/2013,ITI,ITERIS INC,-0.142857,0.018086
67029,05/31/2013,ITI,ITERIS INC,0.076923,0.020763
67029,06/28/2013,ITI,ITERIS INC,0.065476,-0.014999
67029,07/31/2013,ITI,ITERIS INC,0.000000,0.049462
67029,08/30/2013,ITI,ITERIS INC,0.011173,-0.031298
67029,09/30/2013,ITI,ITERIS INC,0.011050,0.029749
67029,10/31/2013,ITI,ITERIS INC,0.120219,0.044596
67029,11/29/2013,ITI,ITERIS INC,0.048781,0.028049
67029,12/31/2013,ITI,ITERIS INC,-0.023256,0.023563
67029,01/31/2014,ITI,ITERIS INC,0.076191,-0.035583
67029,02/28/2014,ITI,ITERIS INC,-0.017699,0.043117
67029,03/31/2014,ITI,ITERIS INC,-0.108108,0.006932
67029,04/30/2014,ITI,ITERIS INC,-0.020202,0.006201
67029,05/30/2014,ITI,ITERIS INC,-0.097938,0.021030
67029,06/30/2014,ITI,ITERIS INC,-0.028571,0.019058
67029,07/31/2014,ITI,ITERIS INC,-0.029412,-0.015080
67029,08/29/2014,ITI,ITERIS INC,0.054545,0.037655
67029,09/30/2014,ITI,ITERIS INC,0.005747,-0.015514
67029,10/31/2014,ITI,ITERIS INC,-0.005714,0.023201
67029,11/28/2014,ITI,ITERIS INC,0.114943,0.024534
67029,12/31/2014,ITI,ITERIS INC,-0.116082,-0.004189
67029,01/30/2015,ITI,ITERIS INC,0.049685,-0.031041
68340,01/29/2010,VRX,VALEANT PHARMACEUTICALS INTL,0.052847,-0.036974
68340,02/26/2010,VRX,VALEANT PHARMACEUTICALS INTL,0.112041,0.028514
68340,03/31/2010,VRX,VALEANT PHARMACEUTICALS INTL,0.152875,0.058796
68340,04/30/2010,VRX,VALEANT PHARMACEUTICALS INTL,0.048707,0.014759
68340,05/28/2010,VRX,VALEANT PHARMACEUTICALS INTL,0.032889,-0.081976
68340,06/30/2010,VRX,VALEANT PHARMACEUTICALS INTL,0.125000,-0.053882
68340,07/30/2010,VRX,VALEANT PHARMACEUTICALS INTL,0.077070,0.068778
68340,08/31/2010,VRX,VALEANT PHARMACEUTICALS INTL,0.024325,-0.047449
68340,09/30/2010,VRX,VALEANT PHARMACEUTICALS INTL,,0.087551
69586,01/29/2010,SBCF,SEACOAST BANKING CORP FLA,-0.055215,-0.036974
69586,02/26/2010,SBCF,SEACOAST BANKING CORP FLA,0.006494,0.028514
69586,03/31/2010,SBCF,SEACOAST BANKING CORP FLA,0.090323,0.058796
69586,04/30/2010,SBCF,SEACOAST BANKING CORP FLA,0.289941,0.014759
69586,05/28/2010,SBCF,SEACOAST BANKING CORP FLA,-0.133028,-0.081976
69586,06/30/2010,SBCF,SEACOAST BANKING CORP FLA,-0.296296,-0.053882
69586,07/30/2010,SBCF,SEACOAST BANKING CORP FLA,0.022556,0.068778
69586,08/31/2010,SBCF,SEACOAST BANKING CORP FLA,-0.110294,-0.047449
69586,09/30/2010,SBCF,SEACOAST BANKING CORP FLA,0.008264,0.087551
69586,10/29/2010,SBCF,SEACOAST BANKING CORP FLA,0.024590,0.036856
69586,11/30/2010,SBCF,SEACOAST BANKING CORP FLA,-0.040000,-0.002290
69586,12/31/2010,SBCF,SEACOAST BANKING CORP FLA,0.216667,0.065300
69586,01/31/2011,SBCF,SEACOAST BANKING CORP FLA,0.164384,0.022646
69586,02/28/2011,SBCF,SEACOAST BANKING CORP FLA,-0.035294,0.031957
69586,03/31/2011,SBCF,SEACOAST BANKING CORP FLA,-0.036585,-0.001047
69586,04/29/2011,SBCF,SEACOAST BANKING CORP FLA,0.132911,0.028495
69586,05/31/2011,SBCF,SEACOAST BANKING CORP FLA,0.005587,-0.013501
69586,06/30/2011,SBCF,SEACOAST BANKING CORP FLA,-0.166667,-0.018258
69586,07/29/2011,SBCF,SEACOAST BANKING CORP FLA,0.053333,-0.021474
69586,08/31/2011,SBCF,SEACOAST BANKING CORP FLA,0.069620,-0.056791
69586,09/30/2011,SBCF,SEACOAST BANKING CORP FLA,-0.130178,-0.071762
69586,10/31/2011,SBCF,SEACOAST BANKING CORP FLA,0.013605,0.107723
69586,11/30/2011,SBCF,SEACOAST BANKING CORP FLA,0.000000,-0.005059
69586,12/30/2011,SBCF,SEACOAST BANKING CORP FLA,0.020134,0.008533
69586,01/31/2012,SBCF,SEACOAST BANKING CORP FLA,0.085526,0.043583
69586,02/29/2012,SBCF,SEACOAST BANKING CORP FLA,0.121212,0.040589
69586,03/30/2012,SBCF,SEACOAST BANKING CORP FLA,-0.048649,0.031332
69586,04/30/2012,SBCF,SEACOAST BANKING CORP FLA,-0.079545,-0.007497
69586,05/31/2012,SBCF,SEACOAST BANKING CORP FLA,-0.067901,-0.062651
69586,06/29/2012,SBCF,SEACOAST BANKING CORP FLA,-0.013245,0.039555
69586,07/31/2012,SBCF,SEACOAST BANKING CORP FLA,-0.060403,0.012598
69586,08/31/2012,SBCF,SEACOAST BANKING CORP FLA,0.050000,0.019763
69586,09/28/2012,SBCF,SEACOAST BANKING CORP FLA,0.081633,0.024236
69586,10/31/2012,SBCF,SEACOAST BANKING CORP FLA,0.006289,-0.019789
69586,11/30/2012,SBCF,SEACOAST BANKING CORP FLA,-0.025000,0.002847
69586,12/31/2012,SBCF,SEACOAST BANKING CORP FLA,0.032051,0.007068
69586,01/31/2013,SBCF,SEACOAST BANKING CORP FLA,0.111801,0.050428
69586,02/28/2013,SBCF,SEACOAST BANKING CORP FLA,0.150838,0.011061
69586,03/28/2013,SBCF,SEACOAST BANKING CORP FLA,0.014563,0.035988
69586,04/30/2013,SBCF,SEACOAST BANKING CORP FLA,0.023924,0.018086
69586,05/31/2013,SBCF,SEACOAST BANKING CORP FLA,-0.014019,0.020763
69586,06/28/2013,SBCF,SEACOAST BANKING CORP FLA,0.042654,-0.014999
69586,07/31/2013,SBCF,SEACOAST BANKING CORP FLA,0.072727,0.049462
69586,08/30/2013,SBCF,SEACOAST BANKING CORP FLA,-0.127119,-0.031298
69586,09/30/2013,SBCF,SEACOAST BANKING CORP FLA,0.053398,0.029749
69586,10/31/2013,SBCF,SEACOAST BANKING CORP FLA,0.050691,0.044596
69586,11/29/2013,SBCF,SEACOAST BANKING CORP FLA,-0.008772,0.028049
69586,12/31/2013,SBCF,SEACOAST BANKING CORP FLA,0.079646,0.023563
69586,01/31/2014,SBCF,SEACOAST BANKING CORP FLA,-0.086066,-0.035583
69586,02/28/2014,SBCF,SEACOAST BANKING CORP FLA,-0.033184,0.043117
69586,03/31/2014,SBCF,SEACOAST BANKING CORP FLA,0.020408,0.006932
69586,04/30/2014,SBCF,SEACOAST BANKING CORP FLA,-0.036364,0.006201
69586,05/30/2014,SBCF,SEACOAST BANKING CORP FLA,0.005660,0.021030
69586,06/30/2014,SBCF,SEACOAST BANKING CORP FLA,0.019700,0.019058
69586,07/31/2014,SBCF,SEACOAST BANKING CORP FLA,-0.047838,-0.015080
69586,08/29/2014,SBCF,SEACOAST BANKING CORP FLA,0.013527,0.037655
69586,09/30/2014,SBCF,SEACOAST BANKING CORP FLA,0.041945,-0.015514
69586,10/31/2014,SBCF,SEACOAST BANKING CORP FLA,0.167429,0.023201
69586,11/28/2014,SBCF,SEACOAST BANKING CORP FLA,-0.006270,0.024534
69586,12/31/2014,SBCF,SEACOAST BANKING CORP FLA,0.084385,-0.004189
69586,01/30/2015,SBCF,SEACOAST BANKING CORP FLA,-0.079273,-0.031041
74740,01/29/2010,TAYD,TAYLOR DEVICES INC,0.062885,-0.036974
74740,02/26/2010,TAYD,TAYLOR DEVICES INC,0.108166,0.028514
74740,03/31/2010,TAYD,TAYLOR DEVICES INC,0.059135,0.058796
74740,04/30/2010,TAYD,TAYLOR DEVICES INC,0.085029,0.014759
74740,05/28/2010,TAYD,TAYLOR DEVICES INC,-0.033654,-0.081976
74740,06/30/2010,TAYD,TAYLOR DEVICES INC,-0.127695,-0.053882
74740,07/30/2010,TAYD,TAYLOR DEVICES INC,-0.011426,0.068778
74740,08/31/2010,TAYD,TAYLOR DEVICES INC,-0.061520,-0.047449
74740,09/30/2010,TAYD,TAYLOR DEVICES INC,0.032787,0.087551
74740,10/29/2010,TAYD,TAYLOR DEVICES INC,-0.055556,0.036856
74740,11/30/2010,TAYD,TAYLOR DEVICES INC,-0.033614,-0.002290
74740,12/31/2010,TAYD,TAYLOR DEVICES INC,0.089131,0.065300
74740,01/31/2011,TAYD,TAYLOR DEVICES INC,-0.043912,0.022646
74740,02/28/2011,TAYD,TAYLOR DEVICES INC,0.023090,0.031957
74740,03/31/2011,TAYD,TAYLOR DEVICES INC,0.169245,-0.001047
74740,04/29/2011,TAYD,TAYLOR DEVICES INC,0.036632,0.028495
74740,05/31/2011,TAYD,TAYLOR DEVICES INC,0.010118,-0.013501
74740,06/30/2011,TAYD,TAYLOR DEVICES INC,-0.060000,-0.018258
74740,07/29/2011,TAYD,TAYLOR DEVICES INC,0.008865,-0.021474
74740,08/31/2011,TAYD,TAYLOR DEVICES INC,0.159930,-0.056791
74740,09/30/2011,TAYD,TAYLOR DEVICES INC,0.106061,-0.071762
74740,10/31/2011,TAYD,TAYLOR DEVICES INC,0.161644,0.107723
74740,11/30/2011,TAYD,TAYLOR DEVICES INC,-0.175708,-0.005059
74740,12/30/2011,TAYD,TAYLOR DEVICES INC,0.104435,0.008533
74740,01/31/2012,TAYD,TAYLOR DEVICES INC,0.198187,0.043583
74740,02/29/2012,TAYD,TAYLOR DEVICES INC,0.152432,0.040589
74740,03/30/2012,TAYD,TAYLOR DEVICES INC,-0.043902,0.031332
74740,04/30/2012,TAYD,TAYLOR DEVICES INC,0.165620,-0.007497
74740,05/31/2012,TAYD,TAYLOR DEVICES INC,-0.196128,-0.062651
74740,06/29/2012,TAYD,TAYLOR DEVICES INC,-0.057592,0.039555
74740,07/31/2012,TAYD,TAYLOR DEVICES INC,-0.061111,0.012598
74740,08/31/2012,TAYD,TAYLOR DEVICES INC,0.031953,0.019763
74740,09/28/2012,TAYD,TAYLOR DEVICES INC,-0.034404,0.024236
74740,10/31/2012,TAYD,TAYLOR DEVICES INC,0.024941,-0.019789
74740,11/30/2012,TAYD,TAYLOR DEVICES INC,-0.055620,0.002847
74740,12/31/2012,TAYD,TAYLOR DEVICES INC,0.055215,0.007068
74740,01/31/2013,TAYD,TAYLOR DEVICES INC,0.109302,0.050428
74740,02/28/2013,TAYD,TAYLOR DEVICES INC,-0.075063,0.011061
74740,03/28/2013,TAYD,TAYLOR DEVICES INC,-0.040107,0.035988
74740,04/30/2013,TAYD,TAYLOR DEVICES INC,-0.059020,0.018086
74740,05/31/2013,TAYD,TAYLOR DEVICES INC,0.012534,0.020763
74740,06/28/2013,TAYD,TAYLOR DEVICES INC,0.029740,-0.014999
74740,07/31/2013,TAYD,TAYLOR DEVICES INC,0.012034,0.049462
74740,08/30/2013,TAYD,TAYLOR DEVICES INC,0.041617,-0.031298
74740,09/30/2013,TAYD,TAYLOR DEVICES INC,0.002283,0.029749
74740,10/31/2013,TAYD,TAYLOR DEVICES INC,-0.060364,0.044596
74740,11/29/2013,TAYD,TAYLOR DEVICES INC,-0.007273,0.028049
74740,12/31/2013,TAYD,TAYLOR DEVICES INC,-0.007326,0.023563
74740,01/31/2014,TAYD,TAYLOR DEVICES INC,0.002460,-0.035583
74740,02/28/2014,TAYD,TAYLOR DEVICES INC,0.049080,0.043117
74740,03/31/2014,TAYD,TAYLOR DEVICES INC,0.050292,0.006932
74740,04/30/2014,TAYD,TAYLOR DEVICES INC,0.013586,0.006201
